0: 1,7,8
1: 0,2,8,9
2: 3,1,9,10
3: 2,4,10,11
4: 5,3,11,12
5: 4,6,12,13
6: 5,13,14
7: 17,0,8,18
8: 9,18,19,0,1,7
9: 8,19,1,2,10,20
10: 11,20,21,2,3,9
11: 10,21,3,4,12,22
12: 13,22,23,4,5,11
13: 12,23,24,5,6,14
14: 15,25,6,13,24
15: 14,25,26
16: 17,27,28
17: 7,16,18,28,29
18: 8,19,7,17,29,30
19: 8,9,18,20,30,31
20: 10,21,9,19,31,32
21: 10,11,20,22,32,33
22: 12,23,11,21,33,34
23: 12,13,22,24,34,35
24: 13,23,14,25,35,36
25: 14,15,24,26,36,37
26: 15,25,37,38
27: 40,16,28,41
28: 29,41,42,16,17,27
29: 28,42,17,18,30,43
30: 31,43,44,18,19,29
31: 30,44,19,20,32,45
32: 33,45,46,20,21,31
33: 32,46,21,22,34,47
34: 35,47,48,22,23,33
35: 34,48,49,23,24,36
36: 37,50,24,25,35,49
37: 36,50,51,25,26,38
38: 39,52,26,37,51
39: 38,52
40: 27,41,53
41: 28,42,27,40,53,54
42: 28,29,41,43,54,55
43: 30,44,29,42,55,56
44: 30,31,43,45,56,57
45: 32,46,31,44,57,58
46: 32,33,45,47,58,59
47: 34,48,33,46,59,60
48: 34,35,47,49,60,61
49: 35,48,36,50,61,62
50: 36,37,51,49,62,63
51: 37,50,38,52,63,64
52: 38,39,51,64,65
53: 66,40,41,54,67
54: 55,67,68,41,42,53
55: 54,68,42,43,56,69
56: 57,69,70,43,44,55
57: 56,70,44,45,58,71
58: 59,71,72,45,46,57
59: 58,72,46,47,60,73
60: 61,73,74,47,48,59
61: 60,74,75,48,49,62
62: 63,76,49,50,61,75
63: 62,76,77,50,51,64
64: 65,78,51,52,63,77
65: 64,78,79,52
66: 53,67,80
67: 54,68,53,66,80,81
68: 54,55,67,69,81,82
69: 56,70,55,68,82,83
70: 56,57,69,71,83,84
71: 58,72,57,70,84,85
72: 58,59,71,73,85,86
73: 60,74,59,72,86,87
74: 60,61,73,75,87,88
75: 61,74,62,76,88,89
76: 62,63,77,75,89,90
77: 63,76,64,78,90,91
78: 64,65,79,77,91,92
79: 65,78,92
80: 93,66,67,81,94
81: 82,94,95,67,68,80
82: 81,95,68,69,83,96
83: 84,96,97,69,70,82
84: 83,97,70,71,85,98
85: 86,98,99,71,72,84
86: 85,99,72,73,87,100
87: 88,100,101,73,74,86
88: 87,101,102,74,75,89
89: 90,103,75,76,88,102
90: 89,103,104,76,77,91
91: 92,105,77,78,90,104
92: 91,105,78,79
93: 80,94,106
94: 81,95,80,93,106,107
95: 81,82,94,96,107,108
96: 83,97,82,95,108,109
97: 83,84,96,98,109,110
98: 85,99,84,97,110,111
99: 85,86,98,100,111,112
100: 87,101,86,99,112,113
101: 87,88,100,102,113,114
102: 88,101,89,103,114,115
103: 89,90,104,102,115,116
104: 90,103,91,105,116,117
105: 91,92,104,117
106: 93,94,107,118
107: 108,118,119,94,95,106
108: 107,119,95,96,109,120
109: 110,120,121,96,97,108
110: 109,121,97,98,111,122
111: 112,122,123,98,99,110
112: 111,123,99,100,113,124
113: 114,124,125,100,101,112
114: 113,125,126,101,102,115
115: 116,127,102,103,114,126
116: 115,127,103,104,117,128
117: 128,104,105,116
118: 107,119,106
119: 107,108,118,120,129
120: 109,121,108,119,129,130
121: 109,110,120,122,130,131
122: 111,123,110,121,131,132
123: 111,112,122,124,132,133
124: 113,125,112,123,133,134
125: 113,114,124,126,134,135
126: 114,125,115,127,135,136
127: 115,116,126,128,136,137
128: 117,116,127,137
129: 119,120,130
130: 131,138,120,121,129
131: 130,138,121,122,132,139
132: 133,139,140,122,123,131
133: 132,140,123,124,134,141
134: 135,141,142,124,125,133
135: 134,142,125,126,136,143
136: 137,143,126,127,135
137: 136,127,128
138: 130,131,139
139: 132,140,131,138
140: 132,133,139,141
141: 134,142,133,140
142: 134,135,141,143
143: 136,135,142
