0: 1,7,8
1: 2,0,149,8,9
2: 1,149
3: 149,4,10,11
4: 5,3,11,12
5: 4,6,12,13
6: 5,13,14
7: 17,18,0,8
8: 9,19,0,1,7,18
9: 8,19,20,1,149,10
10: 11,21,3,149,9,20
11: 10,21,3,4,12,22
12: 13,22,162,4,5,11
13: 12,162,5,6,14,24
14: 15,25,24,6,13
15: 14,25,26
16: 17,27,28
17: 7,18,16,28,29
18: 7,17,8,19,29,30
19: 8,9,20,18,30,31
20: 9,19,10,21,31,32
21: 10,11,20,22,32,33
22: 12,23,162,11,21,33,34
23: 22,162,24,34,35
24: 14,25,13,23,162,35,36
25: 14,15,24,26,36,37
26: 15,25,37,38
27: 40,41,16,28
28: 29,42,16,17,27,41
29: 28,42,43,17,18,30
30: 31,44,18,19,29,43
31: 30,44,19,20,32,45
32: 33,46,45,20,21,31
33: 32,46,21,22,34,47
34: 35,47,48,22,23,33
35: 34,48,23,24,36,49
36: 37,50,49,25,24,35
37: 36,50,25,26,38,51
38: 165,52,51,26,37
39: 165
40: 27,41,53
41: 27,40,28,42,53,147
42: 28,29,43,41,147
43: 29,42,30,44,56
44: 30,31,57,43
45: 32,46,31,57,58
46: 32,33,45,47,58,59
47: 34,48,33,46,59,60
48: 34,35,47,49,60,61
49: 36,50,35,48,61,62
50: 36,37,49,51,62,63
51: 38,52,37,50,63,64
52: 38,165,51,64,65
53: 66,67,40,41,54,147
54: 55,68,147,53,67
55: 54,69,68,56,147
56: 55,69,43
57: 44,45,156,145,58
58: 59,72,57,46,45,145
59: 58,72,46,47,60,73
60: 61,74,73,47,48,59
61: 60,74,48,49,62,75
62: 63,76,75,50,49,61
63: 62,76,158,50,51,64,77
64: 65,78,77,52,51,63
65: 64,78,52,79
66: 53,67,80
67: 53,66,54,80,81
68: 54,55,69,81,82,157
69: 55,68,56,161,82
70: 83,84,161,71
71: 72,145,84,70,85
72: 58,59,71,145,73,86
73: 60,74,59,72,86,87
74: 60,61,73,75,87,88
75: 62,76,61,74,88,154
76: 62,63,75,158
77: 64,78,63,158,90
78: 64,65,77,79,91,92
79: 65,78,92
80: 94,81,66,67,93
81: 80,146,67,68,157
82: 152,157,69,68,161,83
83: 84,96,97,70,161,82
84: 83,97,70,71,85,98
85: 86,98,99,71,84
86: 85,99,72,73,87,100
87: 88,100,101,74,73,86
88: 87,101,74,75,89,154
89: 102,154,88,101
90: 91,104,158,77,103
91: 104,105,90,78,92
92: 78,79,91,105
93: 80,94
94: 80,146,93,159
95: 108,155,164,107
96: 83,97,152,164,108,109
97: 83,84,96,98,109,110
98: 85,99,84,97,110,111,112
99: 85,86,98,100,112
100: 87,101,113,86,99
101: 87,88,100,113,89,102
102: 89,101,113,115
103: 154,104,90,151
104: 91,105,90,103,117
105: 91,104,92,117
106: 118,159,107
107: 106,118,159,95,155,119
108: 120,95,155,164,96,109
109: 110,121,163,96,97,120,108
110: 109,163,97,98,111,122
111: 122,123,112,98,110
112: 111,98,99,148
113: 100,101,102,114
114: 125,148,113,115,126
115: 144,126,102,114
116: 117,128,151
117: 116,104,105
118: 106,107,119
119: 129,118,107,155
120: 108,155,109,121,129,130
121: 109,163,120,130,131
122: 111,123,110,163,131,132
123: 111,122,124,148,132,133
124: 125,148,123,133,153
125: 114,124,126,134,153,135
126: 115,144,127,125,114,135
127: 144,126,128,136,137,135
128: 116,144,127,137
129: 160,119,120,155,130
130: 131,138,120,121,129,160
131: 130,138,139,121,163,122,132
132: 133,140,122,123,131,139
133: 132,140,141,123,124,153
134: 153,142,125,135,150
135: 136,150,125,127,126,134
136: 137,135,150,127,143
137: 136,127,128
138: 130,131,139,160
139: 131,138,132,140
140: 132,133,141,139
141: 133,140,153,142
142: 134,141,150
143: 136,150
144: 115,127,126,151,128
145: 156,57,58,72,71
146: 94,81,159
147: 54,55,41,42,53
148: 114,124,123,112
149: 3,1,2,9,10
150: 136,135,134,142,143
151: 144,103,116
152: 82,157,164,96
153: 134,125,124,133,141
154: 89,103,75,158,88
155: 120,108,95,107,129,119
156: 145,57
157: 152,82,68,81
158: 63,76,77,154,90
159: 106,107,94,146
160: 129,130,138
161: 69,82,83,70
162: 12,13,22,23,24
163: 109,110,121,122,131
164: 152,96,108,95
165: 38,52,39
